"pH 7.28","pH 7.41","pH 7.90","Variables"
4294.20311597462,1864.01900144166,554.738719681109,"mean pCO2"
16.1626260521255,30.3162112133968,3.36870004786672,"SE pCO2"
7.04880801292644,7.40773280803826,7.89739166553723,"mean pH"
0.0016258301873131,0.00631538650466621,0.00229990478640297,"SE pH"
13.8666666666667,13.86,13.8861904761905,"mean Temperature"
0.0317979733805647,0.0484169691177662,0.048223073861044,"SE Temperature"
27.4333333333333,27.4208333333333,27.4047619047619,"mean Salinity"
0.0333333333333338,0.0208333333333333,0.0243742550325138,"SE Salinity"
2040,2059.85833333333,2039.71904761905,"mean Total Alkalinity"
0,1.99848599095382,3.59240348677475,"SE Total Alkalinity"
2193.60314754785,2090.72390949096,1935.98881428044,"mean DIC"
0.920986148031981,2.74107744511152,3.60229302755448,"SE DIC"
